pedido_id,fecha_hora,noche_id,dia_semana,semana_id,tipo_taco,num_tacos,nivel_salsa,para_llevar,minuto_turno,encargo_programado,estado_calidad
L3-P0807,2026-08-02T20:30,L3-N20,domingo,L3-W05,pastor,10,alta,1,150,0,válido
L3-P0808,2026-08-02T20:02,L3-N20,domingo,L3-W05,suadero,2,media,1,122,0,válido
L3-P0809,2026-08-02T20:49,L3-N20,domingo,L3-W05,campechano,4,alta,1,169,0,válido
L3-P0810,2026-08-02T22:40,L3-N20,domingo,L3-W05,tripa,4,sin,1,280,0,válido
L3-P0811,2026-08-02T21:43,L3-N20,domingo,L3-W05,pastor,3,media,0,223,0,válido
L3-P0812,2026-08-02T21:08,L3-N20,domingo,L3-W05,suadero,5,sin,1,188,0,válido
L3-P0813,2026-08-02T19:55,L3-N20,domingo,L3-W05,campechano,3,alta,1,115,0,válido
L3-P0814,2026-08-02T22:16,L3-N20,domingo,L3-W05,tripa,3,media,0,256,0,válido
L3-P0815,2026-08-02T18:58,L3-N20,domingo,L3-W05,pastor,3,media,0,58,0,válido
L3-P0816,2026-08-02T21:47,L3-N20,domingo,L3-W05,suadero,4,sin,0,227,0,válido
L3-P0817,2026-08-02T19:39,L3-N20,domingo,L3-W05,campechano,3,media,1,99,0,válido
L3-P0818,2026-08-02T19:40,L3-N20,domingo,L3-W05,tripa,4,media,0,100,0,válido
L3-P0819,2026-08-02T21:29,L3-N20,domingo,L3-W05,pastor,8,sin,1,209,0,válido
L3-P0820,2026-08-02T18:30,L3-N20,domingo,L3-W05,suadero,4,sin,0,30,0,válido
L3-P0821,2026-08-02T21:14,L3-N20,domingo,L3-W05,campechano,6,sin,1,194,0,válido
L3-P0822,2026-08-02T20:03,L3-N20,domingo,L3-W05,tripa,5,media,0,123,0,válido
L3-P0823,2026-08-02T21:41,L3-N20,domingo,L3-W05,pastor,5,sin,1,221,0,válido
L3-P0824,2026-08-02T22:19,L3-N20,domingo,L3-W05,suadero,4,alta,0,259,0,válido
L3-P0825,2026-08-02T21:22,L3-N20,domingo,L3-W05,campechano,3,alta,1,202,0,válido
L3-P0826,2026-08-02T21:57,L3-N20,domingo,L3-W05,tripa,6,alta,0,237,0,válido
L3-P0827,2026-08-06T21:39,L3-N21,jueves,L3-W06,suadero,3,alta,0,219,0,válido
L3-P0828,2026-08-06T19:30,L3-N21,jueves,L3-W06,campechano,10,sin,0,90,0,válido
L3-P0829,2026-08-06T19:55,L3-N21,jueves,L3-W06,tripa,6,alta,0,115,0,válido
L3-P0830,2026-08-06T20:40,L3-N21,jueves,L3-W06,pastor,4,media,1,160,0,válido
L3-P0831,2026-08-06T19:17,L3-N21,jueves,L3-W06,suadero,5,alta,0,77,0,válido
L3-P0832,2026-08-06T21:08,L3-N21,jueves,L3-W06,campechano,8,media,1,188,0,válido
L3-P0833,2026-08-06T22:08,L3-N21,jueves,L3-W06,tripa,5,media,0,248,0,válido
L3-P0834,2026-08-06T20:59,L3-N21,jueves,L3-W06,pastor,4,media,1,179,0,válido
L3-P0835,2026-08-06T20:37,L3-N21,jueves,L3-W06,suadero,4,media,0,157,0,válido
L3-P0836,2026-08-06T21:08,L3-N21,jueves,L3-W06,campechano,4,alta,1,188,0,válido
L3-P0837,2026-08-06T19:51,L3-N21,jueves,L3-W06,tripa,8,alta,0,111,0,válido
L3-P0838,2026-08-06T20:35,L3-N21,jueves,L3-W06,pastor,4,media,1,155,0,válido
L3-P0839,2026-08-06T21:32,L3-N21,jueves,L3-W06,suadero,4,alta,1,212,0,válido
L3-P0840,2026-08-06T22:19,L3-N21,jueves,L3-W06,campechano,4,sin,1,259,0,válido
L3-P0841,2026-08-06T20:09,L3-N21,jueves,L3-W06,tripa,2,sin,1,129,0,válido
L3-P0842,2026-08-06T20:41,L3-N21,jueves,L3-W06,pastor,3,media,1,161,0,válido
L3-P0843,2026-08-06T21:10,L3-N21,jueves,L3-W06,suadero,5,sin,0,190,0,válido
L3-P0844,2026-08-06T20:00,L3-N21,jueves,L3-W06,campechano,12,alta,0,120,0,válido
L3-P0845,2026-08-06T19:27,L3-N21,jueves,L3-W06,tripa,6,media,1,87,0,válido
L3-P0846,2026-08-06T20:43,L3-N21,jueves,L3-W06,pastor,3,alta,0,163,0,válido
L3-P0847,2026-08-06T21:03,L3-N21,jueves,L3-W06,suadero,2,media,1,183,0,válido
L3-P0848,2026-08-06T19:01,L3-N21,jueves,L3-W06,campechano,3,alta,1,61,0,válido
L3-P0849,2026-08-06T19:40,L3-N21,jueves,L3-W06,tripa,2,alta,1,100,0,válido
L3-P0850,2026-08-06T21:00,L3-N21,jueves,L3-W06,pastor,8,alta,0,180,0,válido
L3-P0851,2026-08-06T19:19,L3-N21,jueves,L3-W06,suadero,6,sin,1,79,0,válido
L3-P0852,2026-08-06T20:54,L3-N21,jueves,L3-W06,campechano,8,media,1,174,0,válido
L3-P0853,2026-08-06T21:39,L3-N21,jueves,L3-W06,tripa,2,alta,0,219,0,válido
L3-P0854,2026-08-06T21:48,L3-N21,jueves,L3-W06,pastor,6,media,1,228,0,válido
L3-P0855,2026-08-06T20:16,L3-N21,jueves,L3-W06,suadero,5,alta,1,136,0,válido
L3-P0856,2026-08-06T20:23,L3-N21,jueves,L3-W06,campechano,8,media,0,143,0,válido
L3-P0857,2026-08-06T20:14,L3-N21,jueves,L3-W06,tripa,6,sin,1,134,0,válido
L3-P0858,2026-08-06T21:24,L3-N21,jueves,L3-W06,pastor,4,sin,1,204,0,válido
L3-P0859,2026-08-06T19:18,L3-N21,jueves,L3-W06,suadero,5,media,1,78,0,válido
L3-P0860,2026-08-06T18:22,L3-N21,jueves,L3-W06,campechano,3,sin,0,22,0,válido
L3-P0861,2026-08-06T18:55,L3-N21,jueves,L3-W06,tripa,4,sin,0,55,0,válido
L3-P0862,2026-08-06T20:26,L3-N21,jueves,L3-W06,pastor,6,alta,0,146,0,válido
L3-P0863,2026-08-06T20:06,L3-N21,jueves,L3-W06,suadero,3,alta,0,126,0,válido
L3-P0864,2026-08-06T21:17,L3-N21,jueves,L3-W06,campechano,10,alta,0,197,0,válido
L3-P0865,2026-08-06T18:42,L3-N21,jueves,L3-W06,tripa,4,sin,0,42,0,válido
L3-P0866,2026-08-07T21:46,L3-N22,viernes,L3-W06,pastor,5,sin,1,226,0,válido
L3-P0867,2026-08-07T21:14,L3-N22,viernes,L3-W06,suadero,6,alta,1,194,0,válido
L3-P0868,2026-08-07T20:14,L3-N22,viernes,L3-W06,campechano,3,media,0,134,0,válido
L3-P0869,2026-08-07T21:17,L3-N22,viernes,L3-W06,tripa,10,alta,0,197,0,válido
L3-P0870,2026-08-07T20:24,L3-N22,viernes,L3-W06,pastor,3,alta,0,144,0,válido
L3-P0871,2026-08-07T21:58,L3-N22,viernes,L3-W06,suadero,6,alta,0,238,0,válido
L3-P0872,2026-08-07T21:22,L3-N22,viernes,L3-W06,campechano,3,alta,0,202,0,válido
L3-P0873,2026-08-07T19:57,L3-N22,viernes,L3-W06,tripa,2,sin,1,117,0,válido
L3-P0874,2026-08-07T20:42,L3-N22,viernes,L3-W06,pastor,4,media,1,162,0,válido
L3-P0875,2026-08-07T19:01,L3-N22,viernes,L3-W06,suadero,6,sin,1,61,0,válido
L3-P0876,2026-08-07T20:56,L3-N22,viernes,L3-W06,campechano,3,media,0,176,0,válido
L3-P0877,2026-08-07T19:49,L3-N22,viernes,L3-W06,tripa,3,media,0,109,0,válido
L3-P0878,2026-08-07T20:35,L3-N22,viernes,L3-W06,pastor,2,alta,0,155,0,válido
L3-P0879,2026-08-07T21:44,L3-N22,viernes,L3-W06,suadero,5,alta,0,224,0,válido
L3-P0880,2026-08-07T19:45,L3-N22,viernes,L3-W06,campechano,3,sin,0,105,0,válido
L3-P0881,2026-08-07T20:45,L3-N22,viernes,L3-W06,tripa,6,sin,1,165,0,válido
L3-P0882,2026-08-07T21:23,L3-N22,viernes,L3-W06,pastor,8,sin,0,203,0,válido
L3-P0883,2026-08-07T21:13,L3-N22,viernes,L3-W06,suadero,5,media,0,193,0,válido
L3-P0884,2026-08-07T20:27,L3-N22,viernes,L3-W06,campechano,5,alta,0,147,0,válido
L3-P0885,2026-08-07T20:43,L3-N22,viernes,L3-W06,tripa,2,sin,1,163,0,válido
L3-P0886,2026-08-07T20:44,L3-N22,viernes,L3-W06,pastor,6,alta,1,164,0,válido
L3-P0887,2026-08-07T21:50,L3-N22,viernes,L3-W06,suadero,6,media,1,230,0,válido
L3-P0888,2026-08-07T18:32,L3-N22,viernes,L3-W06,campechano,3,sin,1,32,0,válido
L3-P0889,2026-08-07T18:52,L3-N22,viernes,L3-W06,tripa,10,media,1,52,0,válido
L3-P0890,2026-08-07T21:55,L3-N22,viernes,L3-W06,pastor,2,alta,1,235,0,válido
L3-P0891,2026-08-07T20:44,L3-N22,viernes,L3-W06,suadero,10,sin,1,164,0,válido
L3-P0892,2026-08-07T20:16,L3-N22,viernes,L3-W06,campechano,3,sin,0,136,0,válido
L3-P0893,2026-08-07T18:45,L3-N22,viernes,L3-W06,tripa,8,media,0,45,0,válido
L3-P0894,2026-08-07T20:53,L3-N22,viernes,L3-W06,pastor,4,alta,1,173,0,válido
L3-P0895,2026-08-07T20:01,L3-N22,viernes,L3-W06,suadero,5,sin,0,121,0,válido
L3-P0896,2026-08-07T19:45,L3-N22,viernes,L3-W06,campechano,8,media,0,105,0,válido
L3-P0897,2026-08-07T20:06,L3-N22,viernes,L3-W06,tripa,5,sin,0,126,0,válido
L3-P0898,2026-08-07T20:35,L3-N22,viernes,L3-W06,pastor,5,alta,0,155,0,válido
L3-P0899,2026-08-07T21:07,L3-N22,viernes,L3-W06,suadero,8,alta,1,187,0,válido
L3-P0900,2026-08-07T19:41,L3-N22,viernes,L3-W06,campechano,4,sin,0,101,0,válido
L3-P0901,2026-08-07T20:20,L3-N22,viernes,L3-W06,tripa,4,sin,0,140,0,válido
L3-P0902,2026-08-07T22:15,L3-N22,viernes,L3-W06,pastor,5,alta,0,255,0,válido
L3-P0903,2026-08-07T19:43,L3-N22,viernes,L3-W06,suadero,4,sin,0,103,0,válido
L3-P0904,2026-08-07T18:47,L3-N22,viernes,L3-W06,campechano,10,sin,0,47,0,válido
L3-P0905,2026-08-07T19:43,L3-N22,viernes,L3-W06,tripa,4,media,0,103,0,válido
L3-P0906,2026-08-08T21:41,L3-N23,sábado,L3-W06,pastor,5,alta,0,221,0,válido
L3-P0907,2026-08-08T20:25,L3-N23,sábado,L3-W06,suadero,5,media,1,145,0,válido
L3-P0908,2026-08-08T20:34,L3-N23,sábado,L3-W06,campechano,12,sin,1,154,0,válido
L3-P0909,2026-08-08T21:29,L3-N23,sábado,L3-W06,tripa,6,sin,1,209,0,válido
L3-P0910,2026-08-08T19:38,L3-N23,sábado,L3-W06,pastor,10,media,1,98,0,válido
L3-P0911,2026-08-08T22:09,L3-N23,sábado,L3-W06,suadero,8,sin,0,249,0,válido
L3-P0912,2026-08-08T22:20,L3-N23,sábado,L3-W06,campechano,2,media,1,260,0,válido
L3-P0913,2026-08-08T21:50,L3-N23,sábado,L3-W06,tripa,5,sin,1,230,0,válido
L3-P0914,2026-08-08T19:03,L3-N23,sábado,L3-W06,pastor,4,alta,0,63,0,válido
L3-P0915,2026-08-08T21:16,L3-N23,sábado,L3-W06,suadero,4,media,0,196,0,válido
L3-P0916,2026-08-08T20:47,L3-N23,sábado,L3-W06,campechano,5,sin,0,167,0,válido
L3-P0917,2026-08-08T20:49,L3-N23,sábado,L3-W06,tripa,3,sin,1,169,0,válido
L3-P0918,2026-08-08T21:00,L3-N23,sábado,L3-W06,pastor,2,media,1,180,0,válido
L3-P0919,2026-08-08T20:36,L3-N23,sábado,L3-W06,suadero,2,media,1,156,0,válido
L3-P0920,2026-08-08T20:22,L3-N23,sábado,L3-W06,campechano,10,media,1,142,0,válido
L3-P0921,2026-08-08T21:31,L3-N23,sábado,L3-W06,tripa,3,alta,1,211,0,válido
L3-P0922,2026-08-08T20:41,L3-N23,sábado,L3-W06,pastor,3,sin,1,161,0,válido
L3-P0923,2026-08-08T20:09,L3-N23,sábado,L3-W06,suadero,3,media,1,129,0,válido
L3-P0924,2026-08-08T19:01,L3-N23,sábado,L3-W06,campechano,3,sin,0,61,0,válido
L3-P0925,2026-08-08T18:47,L3-N23,sábado,L3-W06,tripa,5,alta,0,47,0,válido
L3-P0926,2026-08-08T20:34,L3-N23,sábado,L3-W06,pastor,5,media,1,154,0,válido
L3-P0927,2026-08-08T20:31,L3-N23,sábado,L3-W06,suadero,6,alta,0,151,0,válido
L3-P0928,2026-08-08T18:51,L3-N23,sábado,L3-W06,campechano,4,alta,1,51,0,válido
L3-P0929,2026-08-08T20:35,L3-N23,sábado,L3-W06,tripa,4,media,1,155,0,válido
L3-P0930,2026-08-08T21:03,L3-N23,sábado,L3-W06,pastor,2,alta,0,183,0,válido
L3-P0931,2026-08-08T20:04,L3-N23,sábado,L3-W06,suadero,4,media,1,124,0,válido
L3-P0932,2026-08-08T20:05,L3-N23,sábado,L3-W06,campechano,2,media,1,125,0,válido
L3-P0933,2026-08-08T21:17,L3-N23,sábado,L3-W06,tripa,5,sin,0,197,0,válido
L3-P0934,2026-08-08T19:05,L3-N23,sábado,L3-W06,pastor,4,media,0,65,0,válido
L3-P0935,2026-08-08T22:00,L3-N23,sábado,L3-W06,suadero,3,alta,1,240,0,válido
L3-P0936,2026-08-08T20:13,L3-N23,sábado,L3-W06,campechano,5,media,1,133,0,válido
L3-P0937,2026-08-08T18:49,L3-N23,sábado,L3-W06,tripa,5,alta,1,49,0,válido
L3-P0938,2026-08-08T20:51,L3-N23,sábado,L3-W06,pastor,5,alta,0,171,0,válido
L3-P0939,2026-08-08T19:37,L3-N23,sábado,L3-W06,suadero,6,media,0,97,0,válido
L3-P0940,2026-08-08T22:25,L3-N23,sábado,L3-W06,campechano,5,sin,0,265,0,válido
L3-P0941,2026-08-08T20:39,L3-N23,sábado,L3-W06,tripa,5,media,0,159,0,válido
L3-P0942,2026-08-08T19:34,L3-N23,sábado,L3-W06,pastor,4,alta,1,94,0,válido
L3-P0943,2026-08-08T19:03,L3-N23,sábado,L3-W06,suadero,4,media,1,63,0,válido
L3-P0944,2026-08-08T20:49,L3-N23,sábado,L3-W06,campechano,8,media,0,169,0,válido
L3-P0945,2026-08-08T21:11,L3-N23,sábado,L3-W06,tripa,3,alta,1,191,0,válido
L3-P0946,2026-08-08T18:14,L3-N23,sábado,L3-W06,pastor,30,sin,0,14,1,válido
L3-P0947,2026-08-09T21:47,L3-N24,domingo,L3-W06,suadero,5,alta,0,227,0,válido
L3-P0948,2026-08-09T18:57,L3-N24,domingo,L3-W06,campechano,2,sin,0,57,0,válido
L3-P0949,2026-08-09T20:21,L3-N24,domingo,L3-W06,tripa,6,alta,0,141,0,válido
L3-P0950,2026-08-09T21:06,L3-N24,domingo,L3-W06,pastor,2,alta,0,186,0,válido
L3-P0951,2026-08-09T18:38,L3-N24,domingo,L3-W06,suadero,4,media,0,38,0,válido
L3-P0952,2026-08-09T19:47,L3-N24,domingo,L3-W06,campechano,3,alta,0,107,0,válido
L3-P0953,2026-08-09T20:22,L3-N24,domingo,L3-W06,tripa,4,sin,0,142,0,válido
L3-P0954,2026-08-09T19:00,L3-N24,domingo,L3-W06,pastor,5,media,0,60,0,válido
L3-P0955,2026-08-09T20:06,L3-N24,domingo,L3-W06,suadero,2,media,1,126,0,válido
L3-P0956,2026-08-09T20:28,L3-N24,domingo,L3-W06,campechano,5,media,1,148,0,válido
L3-P0957,2026-08-09T19:36,L3-N24,domingo,L3-W06,tripa,3,media,0,96,0,válido
L3-P0958,2026-08-09T21:30,L3-N24,domingo,L3-W06,pastor,4,alta,0,210,0,válido
L3-P0959,2026-08-09T21:15,L3-N24,domingo,L3-W06,suadero,8,alta,1,195,0,válido
L3-P0960,2026-08-09T21:15,L3-N24,domingo,L3-W06,campechano,5,sin,1,195,0,válido
L3-P0961,2026-08-09T20:15,L3-N24,domingo,L3-W06,tripa,8,sin,0,135,0,válido
L3-P0962,2026-08-09T21:39,L3-N24,domingo,L3-W06,pastor,4,alta,1,219,0,válido
L3-P0963,2026-08-09T20:53,L3-N24,domingo,L3-W06,suadero,3,media,0,173,0,válido
L3-P0964,2026-08-09T19:31,L3-N24,domingo,L3-W06,campechano,4,sin,1,91,0,válido
L3-P0965,2026-08-09T19:25,L3-N24,domingo,L3-W06,tripa,4,sin,0,85,0,válido
L3-P0966,2026-08-09T18:59,L3-N24,domingo,L3-W06,pastor,4,alta,0,59,0,válido
L3-P0967,2026-08-09T21:09,L3-N24,domingo,L3-W06,suadero,4,media,1,189,0,válido
L3-P0968,2026-08-09T22:06,L3-N24,domingo,L3-W06,campechano,5,sin,0,246,0,válido
L3-P0969,2026-08-09T21:22,L3-N24,domingo,L3-W06,tripa,8,media,0,202,0,válido
L3-P0970,2026-08-09T21:14,L3-N24,domingo,L3-W06,pastor,5,sin,0,194,0,válido
L3-P0971,2026-08-09T21:07,L3-N24,domingo,L3-W06,suadero,5,media,0,187,0,válido
L3-P0972,2026-08-09T21:01,L3-N24,domingo,L3-W06,campechano,5,sin,1,181,0,válido
L3-P0973,2026-08-09T19:16,L3-N24,domingo,L3-W06,tripa,4,alta,0,76,0,válido
L3-P0974,2026-08-09T18:31,L3-N24,domingo,L3-W06,pastor,4,media,0,31,0,válido
L3-P0975,2026-08-09T18:36,L3-N24,domingo,L3-W06,suadero,4,media,0,36,0,válido
L3-P0976,2026-08-09T20:44,L3-N24,domingo,L3-W06,campechano,12,media,0,164,0,válido
L3-P0977,2026-08-09T22:35,L3-N24,domingo,L3-W06,tripa,10,media,0,275,0,válido
L3-P0978,2026-08-09T20:24,L3-N24,domingo,L3-W06,pastor,10,media,1,144,0,válido
L3-P0979,2026-08-09T20:29,L3-N24,domingo,L3-W06,suadero,6,sin,1,149,0,válido
L3-P0980,2026-08-09T20:59,L3-N24,domingo,L3-W06,campechano,6,sin,1,179,0,válido
L3-P0981,2026-08-09T19:49,L3-N24,domingo,L3-W06,tripa,3,sin,1,109,0,válido
L3-P0982,2026-08-09T19:20,L3-N24,domingo,L3-W06,pastor,12,alta,1,80,0,válido
L3-P0983,2026-08-09T19:54,L3-N24,domingo,L3-W06,suadero,8,alta,1,114,0,válido
L3-P0984,2026-08-09T18:49,L3-N24,domingo,L3-W06,campechano,2,sin,1,49,0,válido
L3-P0985,2026-08-09T20:23,L3-N24,domingo,L3-W06,tripa,8,alta,1,143,0,válido
L3-P0986,2026-08-09T19:56,L3-N24,domingo,L3-W06,pastor,10,media,1,116,0,válido
L3-P0987,2026-08-09T19:40,L3-N24,domingo,L3-W06,suadero,8,alta,1,100,0,válido
L3-P0988,2026-08-09T19:39,L3-N24,domingo,L3-W06,campechano,5,sin,1,99,0,válido
L3-P0989,2026-08-13T19:50,L3-N25,jueves,L3-W07,pastor,5,alta,1,110,0,válido
L3-P0990,2026-08-13T20:01,L3-N25,jueves,L3-W07,suadero,4,media,0,121,0,válido
L3-P0991,2026-08-13T21:56,L3-N25,jueves,L3-W07,campechano,8,alta,1,236,0,válido
L3-P0992,2026-08-13T22:03,L3-N25,jueves,L3-W07,tripa,5,media,0,243,0,válido
L3-P0993,2026-08-13T20:05,L3-N25,jueves,L3-W07,pastor,3,sin,1,125,0,válido
L3-P0994,2026-08-13T19:56,L3-N25,jueves,L3-W07,suadero,10,alta,1,116,0,válido
L3-P0995,2026-08-13T19:53,L3-N25,jueves,L3-W07,campechano,2,alta,1,113,0,válido
L3-P0996,2026-08-13T22:20,L3-N25,jueves,L3-W07,tripa,5,sin,1,260,0,válido
L3-P0997,2026-08-13T21:58,L3-N25,jueves,L3-W07,pastor,8,alta,1,238,0,válido
L3-P0998,2026-08-13T18:31,L3-N25,jueves,L3-W07,suadero,5,alta,1,31,0,válido
L3-P0999,2026-08-13T19:10,L3-N25,jueves,L3-W07,campechano,6,alta,1,70,0,válido
L3-P1000,2026-08-13T20:55,L3-N25,jueves,L3-W07,tripa,5,media,0,175,0,válido
L3-P1001,2026-08-13T19:41,L3-N25,jueves,L3-W07,pastor,8,alta,1,101,0,válido
L3-P1002,2026-08-13T19:41,L3-N25,jueves,L3-W07,suadero,12,alta,0,101,0,válido
L3-P1003,2026-08-13T21:37,L3-N25,jueves,L3-W07,campechano,2,alta,0,217,0,válido
L3-P1004,2026-08-13T21:40,L3-N25,jueves,L3-W07,tripa,5,sin,1,220,0,válido
L3-P1005,2026-08-13T19:38,L3-N25,jueves,L3-W07,pastor,4,sin,1,98,0,válido
L3-P1006,2026-08-13T19:20,L3-N25,jueves,L3-W07,suadero,10,media,1,80,0,válido
L3-P1007,2026-08-13T21:03,L3-N25,jueves,L3-W07,campechano,5,sin,1,183,0,válido
L3-P1008,2026-08-13T19:25,L3-N25,jueves,L3-W07,tripa,4,sin,1,85,0,válido
L3-P1009,2026-08-13T20:25,L3-N25,jueves,L3-W07,pastor,5,sin,0,145,0,válido
L3-P1010,2026-08-13T20:47,L3-N25,jueves,L3-W07,suadero,4,alta,0,167,0,válido
L3-P1011,2026-08-13T19:49,L3-N25,jueves,L3-W07,campechano,6,media,1,109,0,válido
L3-P1012,2026-08-13T20:51,L3-N25,jueves,L3-W07,tripa,6,sin,0,171,0,válido
L3-P1013,2026-08-13T21:34,L3-N25,jueves,L3-W07,pastor,12,sin,0,214,0,válido
L3-P1014,2026-08-13T20:44,L3-N25,jueves,L3-W07,suadero,4,sin,0,164,0,válido
L3-P1015,2026-08-13T19:05,L3-N25,jueves,L3-W07,campechano,5,sin,1,65,0,válido
L3-P1016,2026-08-13T19:40,L3-N25,jueves,L3-W07,tripa,5,sin,1,100,0,válido
L3-P1017,2026-08-13T19:51,L3-N25,jueves,L3-W07,pastor,8,alta,1,111,0,válido
L3-P1018,2026-08-13T19:58,L3-N25,jueves,L3-W07,suadero,2,alta,0,118,0,válido
L3-P1019,2026-08-13T21:04,L3-N25,jueves,L3-W07,campechano,5,media,1,184,0,válido
L3-P1020,2026-08-13T21:15,L3-N25,jueves,L3-W07,tripa,3,sin,1,195,0,válido
L3-P1021,2026-08-13T21:35,L3-N25,jueves,L3-W07,pastor,5,media,1,215,0,válido
L3-P1022,2026-08-13T21:22,L3-N25,jueves,L3-W07,suadero,6,alta,1,202,0,válido
L3-P1023,2026-08-13T19:47,L3-N25,jueves,L3-W07,campechano,8,sin,1,107,0,válido
L3-P1024,2026-08-13T22:03,L3-N25,jueves,L3-W07,tripa,8,sin,1,243,0,válido
L3-P1025,2026-08-13T18:47,L3-N25,jueves,L3-W07,pastor,6,media,0,47,0,válido
L3-P1026,2026-08-13T21:07,L3-N25,jueves,L3-W07,suadero,5,alta,0,187,0,válido
L3-P1027,2026-08-13T18:59,L3-N25,jueves,L3-W07,campechano,4,alta,1,59,0,válido
L3-P1028,2026-08-13T21:32,L3-N25,jueves,L3-W07,tripa,5,alta,1,212,0,válido
L3-P1029,2026-08-13T21:36,L3-N25,jueves,L3-W07,pastor,6,alta,1,216,0,válido
L3-P1030,2026-08-13T22:17,L3-N25,jueves,L3-W07,suadero,3,alta,1,257,0,válido
L3-P1031,2026-08-13T20:41,L3-N25,jueves,L3-W07,campechano,6,sin,0,161,0,válido
L3-P1032,2026-08-14T20:31,L3-N26,viernes,L3-W07,tripa,5,media,1,151,0,válido
L3-P1033,2026-08-14T19:57,L3-N26,viernes,L3-W07,pastor,3,media,1,117,0,válido
L3-P1034,2026-08-14T20:31,L3-N26,viernes,L3-W07,suadero,6,media,1,151,0,válido
L3-P1035,2026-08-14T20:07,L3-N26,viernes,L3-W07,campechano,3,sin,1,127,0,válido
L3-P1036,2026-08-14T21:33,L3-N26,viernes,L3-W07,tripa,6,alta,1,213,0,válido
L3-P1037,2026-08-14T20:20,L3-N26,viernes,L3-W07,pastor,10,alta,0,140,0,válido
L3-P1038,2026-08-14T22:36,L3-N26,viernes,L3-W07,suadero,6,media,1,276,0,válido
L3-P1039,2026-08-14T21:38,L3-N26,viernes,L3-W07,campechano,4,alta,0,218,0,válido
L3-P1040,2026-08-14T18:51,L3-N26,viernes,L3-W07,tripa,5,sin,0,51,0,válido
L3-P1041,2026-08-14T20:53,L3-N26,viernes,L3-W07,pastor,4,alta,1,173,0,válido
L3-P1042,2026-08-14T19:41,L3-N26,viernes,L3-W07,suadero,8,media,1,101,0,válido
L3-P1043,2026-08-14T20:09,L3-N26,viernes,L3-W07,campechano,6,media,0,129,0,válido
L3-P1044,2026-08-14T20:45,L3-N26,viernes,L3-W07,tripa,6,sin,1,165,0,válido
L3-P1045,2026-08-14T19:43,L3-N26,viernes,L3-W07,pastor,4,media,0,103,0,válido
L3-P1046,2026-08-14T19:22,L3-N26,viernes,L3-W07,suadero,4,alta,1,82,0,válido
L3-P1047,2026-08-14T19:54,L3-N26,viernes,L3-W07,campechano,4,media,1,114,0,válido
L3-P1048,2026-08-14T20:34,L3-N26,viernes,L3-W07,tripa,4,sin,1,154,0,válido
L3-P1049,2026-08-14T20:00,L3-N26,viernes,L3-W07,pastor,5,media,1,120,0,válido
L3-P1050,2026-08-14T19:50,L3-N26,viernes,L3-W07,suadero,4,sin,1,110,0,válido
L3-P1051,2026-08-14T21:15,L3-N26,viernes,L3-W07,campechano,12,sin,0,195,0,válido
L3-P1052,2026-08-14T19:11,L3-N26,viernes,L3-W07,tripa,3,alta,1,71,0,válido
L3-P1053,2026-08-14T20:59,L3-N26,viernes,L3-W07,pastor,5,alta,0,179,0,válido
L3-P1054,2026-08-14T20:34,L3-N26,viernes,L3-W07,suadero,4,sin,1,154,0,válido
L3-P1055,2026-08-14T19:50,L3-N26,viernes,L3-W07,campechano,5,sin,1,110,0,válido
L3-P1056,2026-08-14T21:06,L3-N26,viernes,L3-W07,tripa,4,sin,1,186,0,válido
L3-P1057,2026-08-14T20:40,L3-N26,viernes,L3-W07,pastor,6,sin,1,160,0,válido
L3-P1058,2026-08-14T20:43,L3-N26,viernes,L3-W07,suadero,12,alta,1,163,0,válido
L3-P1059,2026-08-14T19:36,L3-N26,viernes,L3-W07,campechano,5,alta,1,96,0,válido
L3-P1060,2026-08-14T19:50,L3-N26,viernes,L3-W07,tripa,4,sin,0,110,0,válido
L3-P1061,2026-08-14T21:15,L3-N26,viernes,L3-W07,pastor,8,alta,0,195,0,válido
L3-P1062,2026-08-14T21:51,L3-N26,viernes,L3-W07,suadero,4,sin,1,231,0,válido
L3-P1063,2026-08-14T19:16,L3-N26,viernes,L3-W07,campechano,10,sin,1,76,0,válido
L3-P1064,2026-08-14T20:32,L3-N26,viernes,L3-W07,tripa,8,media,1,152,0,válido
L3-P1065,2026-08-14T20:18,L3-N26,viernes,L3-W07,pastor,3,media,0,138,0,válido
L3-P1066,2026-08-14T20:01,L3-N26,viernes,L3-W07,suadero,5,alta,0,121,0,válido
L3-P1067,2026-08-14T20:33,L3-N26,viernes,L3-W07,campechano,6,sin,1,153,0,válido
L3-P1068,2026-08-14T21:45,L3-N26,viernes,L3-W07,tripa,4,alta,1,225,0,válido
L3-P1069,2026-08-14T19:15,L3-N26,viernes,L3-W07,pastor,6,sin,0,75,0,válido
L3-P1070,2026-08-14T21:07,L3-N26,viernes,L3-W07,suadero,10,sin,1,187,0,válido
L3-P1071,2026-08-14T20:18,L3-N26,viernes,L3-W07,campechano,6,sin,0,138,0,válido
L3-P1072,2026-08-14T21:28,L3-N26,viernes,L3-W07,tripa,6,alta,1,208,0,válido
L3-P1073,2026-08-14T20:56,L3-N26,viernes,L3-W07,pastor,5,media,1,176,0,válido
L3-P1074,2026-08-14T20:39,L3-N26,viernes,L3-W07,suadero,4,media,1,159,0,válido
L3-P1075,2026-08-14T19:05,L3-N26,viernes,L3-W07,campechano,6,alta,1,65,0,válido
